feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
-0.6693560962502948,-1.4957781907675487,-0.8707663764407388,1.1418309277362335,0.021605547591684655,1.7306297203043093,-1.2516980485201425,0.28930463587376126,0.35716258570127063,-0.19681112309762697,0.8292736865664673,0.15485044831038394,-0.21997008667302992,-0.7391365592307034,1.8020119332839073,1.6346055117612015,-0.9381798512212423,-1.2673369659665712,-1.276334295750483,1.0166432073158822,1
0.09337237427665124,0.7858482550648581,0.10575379127148042,1.2723535001067678,-0.8463159774657358,-0.9790932582735589,1.2637066776546686,0.26402008133367,2.411676675578421,-0.9600462952794637,0.543479378670093,0.1998104337187135,0.28872366282502326,0.7324921027798023,-0.8720020498877926,-1.6548874362282961,-1.1302037246739238,-0.12270893359572414,0.6934308034947019,0.9113627221747217,0
-0.9057972133711476,-0.6083412058183123,0.2951409793374166,0.9437155057560443,0.09293565268297786,1.3703972428747702,-0.06477225979787651,0.28727251402742693,-0.5330040818263343,-0.0325038930576894,-0.5499248324643456,-0.5100639500960824,-0.8687675445729097,-0.5982793341978477,0.019831868543658926,0.613460165671837,-1.7794389254234309,0.830498133985952,-0.7373319802499277,-0.578212098219754,1
-0.5857927234486902,0.38927900518141434,0.6988156702804763,0.43623570480105506,-0.3150819279089234,0.45950527153441667,1.4488201083377155,0.5055578532150077,-1.4409816345249187,-1.1340201859349581,-0.2414305647249931,1.466782556898976,0.678728069279419,-1.1909165059737268,-1.4423809407933739,-0.9291363405097582,-0.22159969438503932,-0.34677157676671216,0.0342458233430231,-1.0401987109554731,1
1.1464408704007276,0.5155787208718728,-1.222895019555564,-0.39622967810175985,-1.2935076252040958,-0.3524278639631614,0.07125374991089249,1.2395840064415615,1.0071333364731596,-1.479444223139724,-0.695694877197064,-0.9181269834165748,0.604120889588518,1.0683793336940164,-0.8822709181423706,2.303638752104789,-0.9733788380270346,1.259233239786799,0.3600145989925406,1.9203675021442612,0
-0.6994952201676432,0.5674189207862668,-1.6313351104170732,1.1058330662947127,-1.0551076754804494,-0.5389624776428736,0.4802605014059249,0.6927690318488605,0.66536893503283,-0.5764195763348439,0.8227827808340025,-0.9626510119189763,0.2513166482381024,0.8614365256328049,-0.8093376111763627,-0.23130094292969944,-1.0370660735699961,1.471034690817104,0.4456862274345811,0.6523061516102304,0
-1.506534030190399,-0.7180981497936152,-0.861309579697108,0.3992281929393271,0.19433346333823323,3.5672862961616856,2.178562173991662,0.24945094593007222,-0.5871152706201476,0.1165785120124638,-0.14734022662150623,0.9639254230555709,-0.27512142825504665,2.492183998600687,-2.0622910162563377,-0.3177608940173958,-1.9655558914765052,1.0715159355810386,-1.508716360670025,0.4790031433927589,1
-0.08145598777787942,-0.013939974624253712,-0.04233189566021276,-0.046496581126557926,-1.451834745168435,-1.6402445445464917,0.9068341463729263,1.3655603704321775,0.5775169546072118,1.6772395929744568,-0.664700905151014,-0.12107543239055386,-0.5895789959361277,0.45005467118514625,1.7887599384031228,0.486842068967491,0.6754908472654697,0.9955266916741141,0.5304375463341846,0.4838411250264615,0
-1.203885634372985,-0.7343446541950385,0.624606644894278,-0.9680835891538281,0.17124404768499576,0.9911366828184249,-0.2736065565341689,-0.44928534793580827,-0.5277718759454261,0.41046022190207787,-0.28146007988829563,-0.0060618257735948035,-0.6031200882261201,0.47373166076865714,0.7333213565026174,0.16395148089481063,2.426085613853053,-0.5868127156030817,-0.6729376208978337,-1.195469716665512,1
-1.7464667255790336,0.0383429480293414,-0.4986338957884514,-1.4940377932897506,-0.34182182024613555,0.4125102519043715,-0.9511843703879561,-0.5641961798604865,-1.0471575686902646,-0.16825913448754154,-1.0069273609451441,0.04782531978468294,-0.4976725234290394,1.2551457883749038,-0.5349500641235907,-1.2681368049753126,0.33164766712576277,0.06837156596765875,-0.11687253325184793,0.35973897512678843,0
-1.407087194784017,0.7040009647202154,-1.8861287039510262,1.1912606816318325,0.8652897561352498,-1.4125148941689463,0.053059312932619035,-1.4605008994184878,-0.12740687238995974,-0.06374528550396617,-0.47687646064383565,1.677115870186871,-1.716033248310689,0.6751370564069208,-0.20842254058620235,2.7107942990405327,-0.22001802765967404,-0.8774840221556317,0.7965090535778826,0.13807840841754684,1
0.1779083914116544,0.7379434443423873,-1.869731661954991,1.045056145231206,-0.0785883929143568,-1.5901756340088118,-0.06330322278133675,-0.42158231144029273,-0.5276537761783373,0.19366176451679923,1.1983685693734596,0.014336422175760023,-0.750022681565717,0.12079023250111028,-0.10126746328592562,1.1549975605416176,-1.070668371416597,0.002925966679437699,0.8707834100802567,-0.2717300398697084,0
0.321652659591586,0.18622613892572965,0.4330639467413191,2.8013729896349786,-0.47935394265608433,-0.9805954084512357,-0.18643641582155404,-1.0886348430590387,-0.3700224658372443,-1.2672766883727302,0.3886472460333105,-0.2686216239380641,-2.2176090801520147,-0.4871671830291446,0.5941732545005254,-0.8420986897213886,0.3987128017903442,0.8261456160405156,0.40942521256738,-1.1130641011871776,0
0.4457598512171287,0.49716453425294005,0.009226992995468902,-0.17426703446692562,-0.7511672196238788,-0.8043405186551533,-0.5866945887618727,-0.8797173613845565,-0.9773641174837107,1.5745863577623422,-0.9985703864824396,-1.391983286797076,-0.2712965631476405,0.10311758244563701,-0.3538443994512106,-2.355703490127358,1.907490672553268,1.0864801228903818,0.4992437547417409,-0.0936090233663665,0
-0.21495483807895113,-0.22662502392757253,1.8167556295751046,-0.6302492950044363,1.5361567728549452,0.9250738868930759,-1.2692911052431042,0.8331577666294346,0.7026599984993058,-0.9240628073410654,-0.11131884879780068,0.2990857340211059,-2.7075438553811773,0.8642483846986365,-0.4361033798974392,-0.7199895332219391,0.3857499681816948,-1.2535060123717616,-0.4104139694836266,-0.5450872299955903,1
-1.5889896024777754,-1.028484640709011,0.21486470946386504,1.0087625071331352,1.9961523197549256,1.1811809723318265,-0.38913509597656376,0.11502556634280714,-0.5615986763768689,0.32853475391394826,-0.8121571305340674,0.2109261619639301,-0.032018804487070805,1.1031739387936397,1.2484471605293153,0.2906664931130496,-0.6050636907219706,-2.272141655570607,-0.8747202400254298,0.13054229242835844,1
0.7833587105240313,0.29418467162460615,0.417465089821295,0.7241365593144973,-0.8186050266600786,0.03744529382642203,1.1910858547734768,-1.3358624041686133,-1.262769775698564,0.6989196850807888,1.092106783982426,-0.5479053042069351,2.5879089735306846,1.2907584241224281,-0.7586002710284524,-1.1997252650902135,-1.4704895512312506,-0.40980124379353305,0.1273188129265245,0.27242139665360987,0
-0.21713107494620248,0.9277963803382968,0.3116528560047783,0.24353020418634463,-2.6307301368290634,-1.304245442393254,-1.5189108250900678,-0.514782674914742,-0.47741070619280046,-0.7469232850701676,0.38837572923016833,-0.09482423128087224,1.1277802506338985,-0.06040372919690829,-0.8708648146899605,0.0861108682589779,0.5265366836723071,0.990166238959289,0.8672415353774153,0.38130961226478466,0
-1.8689740758268767,0.14098701819801834,0.39017219288008514,-1.3126605607992783,0.37638856188919934,-0.7665514904033897,0.2820005425545109,1.5112831241107423,-0.9911942176245544,1.1169794276401286,0.27194059094054035,-0.05191835877606092,0.8223422986875516,1.0214581040153765,0.47568782016874,0.6983991213294012,-0.07229265971448583,-0.09259939526839296,0.31787839910414484,0.5620922620826175,0
-1.0047048607067959,-1.1119826585748234,-0.0461619439699719,-0.9390531437019707,-0.9604469539838816,1.3166598681276287,-0.7828665102974913,-0.8106575556986726,-0.7216964540154426,-0.7259180859937786,0.2862733367774424,-0.8447374087911762,0.9437016343998412,-0.07790804633131841,1.307456341390899,1.5065286363122667,1.0835485233278697,2.150310793331211,-0.9586955289087007,-0.3139521869158607,1
-1.7599588821492502,0.6306582761717346,-0.01020560039093268,0.6037814695529586,-0.72839031324171,-0.15269260612583557,0.06338339263771817,0.8452732970420956,-0.5037223368294537,-0.9009211185541528,-0.9125881981776266,0.7013898938094993,-0.5417732360116019,1.5153180943238018,-1.377025180063815,1.6742707660711302,-0.44579531382681703,-1.0126855633684928,0.3492177412490038,-0.48663118818926915,1
-0.42999140861483903,0.4389635428931477,-1.6188225719864404,-1.0581464312944115,0.07321945031246505,-1.6463199944173785,-1.1151262626634877,-0.552924016236234,-0.033068001361767865,1.7305179518279585,-0.6553275232007943,0.1949677059907586,1.5623545093732296,-1.177031631453071,0.689049099266055,0.8889877491836431,1.323340922489938,0.5399509007551029,0.7473119253114404,-0.6975419424751146,0
0.06936980265806943,1.0899375334372774,-1.37383482489866,0.887079776446287,0.1158245872269461,-1.4087189128798898,1.3784696274615047,-1.1979664292172616,2.3921096352739926,1.635797806135815,0.3896045240919878,-2.220421008935126,-0.14720527868559727,0.2867741123825862,-1.1551279037873092,0.5648423586001226,0.19259691873130513,-0.22104246353705057,0.9783780938568089,-1.4720370730267915,0
-0.26003625018044474,-0.12169934007962699,1.156006669451127,0.2450386643154059,-1.0078679132221302,2.5424356054170874,-0.6084939037312018,-0.28790607686792025,0.2691809202551599,0.10353815394917538,0.25373729677483314,-1.7930763979123896,-1.543450943185747,-0.26995189682516413,-2.42261485149096,1.5941779562040121,-0.8800119816907639,1.431152117761741,-0.8901899953187248,0.15875605093754283,1
0.1609754975871555,0.19081980583000455,1.7804527512924062,-1.0084814272863163,0.7746256352751506,-0.19628257061994958,-0.5374063789038138,0.576228719595626,-0.40867234570604166,-0.9803137459505973,0.30596002443783654,1.2959976706397898,0.31126169966750483,-1.7230460292912313,-0.25609413086502486,-0.5284509979003907,1.507707699313365,-1.2675777045330776,0.15480375055344925,0.3587361439966162,1
-0.3004659487207037,1.014404518885495,-0.5976676832548571,-0.2310694774576803,0.5843141664353099,-1.35053303620924,0.370211889941741,0.41055008532761655,0.36016418394576694,-0.966156723370417,-0.10047572057170515,-0.057390703001542406,0.8393491142316022,1.3931812579349059,-1.0328860863319582,0.8728243510056346,-1.0056013756894657,-0.07938842440570287,0.923489295400305,-1.8210860692944963,0
1.9192813001444593,0.394417818450485,0.10714532973756831,-0.4969631329205013,-0.21083471865458023,-1.4097747648772312,-0.2242409555481863,2.480650917512143,-1.0534690340732769,1.901913148662501,2.2354274347569607,0.8093109039313008,-1.3321257652766474,-0.08496659688814741,0.5447984514261719,-0.8095668020895723,-1.2433622606798904,-0.5220342898417564,0.6487266856545489,0.19092373175510596,0
-1.754284852822499,-0.13426097549167215,0.960305168086668,0.7025333139338557,1.0831452126607344,1.7585643342570094,-1.7941918665494363,-0.3677845265710552,1.8060891178369614,-0.6684549108531777,-1.8385186232720707,0.8981173241223475,1.1711676327061467,-1.332448347894566,-1.5533582007203675,-1.464974746104889,0.09452756758846836,-0.9980946277690352,-0.6394936036600753,1.299987372262134,1
-0.6048743990091834,-0.1904678666040086,2.1963322345225227,-2.159268935319768,-1.2849446619548281,0.3024527305882493,1.2008008194284512,1.0788495665089635,0.6196566917631479,-0.4725008930849044,-0.34513723047659045,-0.23603419015604085,-1.7606364433375037,-0.4990082644297892,0.1416551023145658,-0.28509551582833836,-0.7510233913905242,0.07969406738271223,-0.18939917465214565,-1.8740555027312202,1
0.5036366361778611,-1.5136824774447128,-0.4690706179438185,1.9017657087015443,-0.8706427909666666,1.820047147498127,1.6629136549874428,1.2910522327024336,-0.16713608416283599,-1.0471843552482283,1.4300303889213692,0.20104766428169443,1.2757718207583224,-1.1326072905212539,1.750085322027705,-1.4089039044254048,0.033015876934859634,-0.803409459792437,-1.3141063837779512,1.4120963746775894,1
-0.6141435312471847,0.12417418436231374,-0.9134585796322228,1.3690945827628513,-0.05123583553219154,0.11493125818958094,0.30703923725182186,-0.3072462256617315,-0.44494639089525284,1.6666632592275232,0.6255845936750005,-0.22327158843330958,0.8264223241917663,-0.09872089445567296,-0.42624557298219345,-0.22535148504419977,1.524517181115903,-0.6783346293354934,0.021284853667412618,0.8174671266983724,1
